,wine_type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,sulphates_level_medium,sulphates_level_minimum
6064,1,7.240033918563155,0.5759287710173759,0.1621119312584093,2.3600508778447313,86.40033918563154,0.9975781254986836,3.4499321628736914,0.6740881882642012,10.020271348505235,5.0,0,0
6065,1,7.564848260654985,0.6364502484778592,0.06593930426199417,1.7764502484778593,56.382251242389295,0.9975645024847786,3.4158009939114367,0.7295582109594136,9.376450248477859,5.0,0,0
6066,1,8.950060635430816,0.29000485083446537,0.374996361874151,2.125018190629245,17.750060635430817,0.9955526449186797,3.300007276251698,0.5812533349486949,12.074981809370755,6.0,0,0
6067,1,8.88827359058132,0.49263844211920294,0.3390336498798175,2.259826261172437,141.65689465881778,0.9974568946588178,3.2028447329408887,0.5740173738827563,9.4,5.0,1,0
6068,1,7.1511786845171565,0.5166159866121323,0.07488213154828431,1.7744106577414216,18.0,0.9951800752735833,3.3797642630965687,0.6214144214205883,11.785855785794118,6.511786845171569,1,0
6069,1,7.0001201947697025,0.6150330535616683,0.10993389287666348,2.000120194769703,24.0,0.9949903665940476,3.410006009738485,0.7699699513075743,10.624654440037105,6.0,0,0
6070,1,8.319284409671798,0.6119284409671798,0.10345259838803367,2.173094803223933,108.0,0.9963730948032239,3.172869417259657,0.6438568819343596,9.759642204835899,5.0,1,0
6071,1,8.114152684907737,0.372545900995791,0.4318861456056974,2.2,10.0,0.9954483000955235,3.3075472195687925,0.7167917064681124,11.126416587063774,7.0,0,0
6072,1,7.099606487600494,0.6010078702479901,0.15393310289208387,2.479842595040197,82.60078702479902,0.9967916222280965,3.4020944429758817,0.5319763892560296,9.519763892560295,6.0,1,0
6073,1,11.85441575395167,0.4878827156477161,0.3554800899891046,2.9127264815588774,42.45584246048331,1.0000961050263444,3.254207441833217,0.5856884021075569,10.178442010537784,5.0,1,0
6074,1,6.4,0.7479676746537904,0.03832263546728193,2.3277421182242732,52.1161291983857,0.9936824514733559,3.4749032042098587,0.5316129198385703,11.66967751903142,6.0,1,0
6075,1,10.124931306394968,0.46209134758725384,0.49541552177324943,2.4375343468025163,19.458447822675055,0.9973753434680253,3.347908652412746,0.7485113269911104,11.079086524127462,6.0,0,0
6076,1,7.927705398973485,0.6223663927516416,0.22783568082121183,2.6564211658112376,12.356421165811238,0.9984380218109352,3.4098989632135734,0.6711831963758208,11.186147300513257,6.0,0,0
6077,1,6.283073111324804,0.7852161088482872,0.1366146222649609,2.1341536555662404,78.6830731113248,0.9963562299920172,3.4136014865833264,0.6002161088482871,9.89723915508543,5.683073111324805,0,0
6078,1,7.081674248300757,0.5067024575669131,0.06942311105564364,2.0,45.0,0.9969396833462617,3.379423111055644,0.6163348496601514,9.440837124150379,5.0,1,0
6079,1,6.428563839051728,0.4014042849655297,0.15855321372414727,1.514255356206912,28.0,0.9947956596411724,3.402861696568963,0.6828616965689631,10.028563839051728,6.71436160948272,1,0
6080,1,4.953269063329705,0.4295884313993468,0.011364066843670315,2.103551270888647,42.017756354443236,0.9917097507484773,3.6965051706231415,0.731832076956112,9.741121822778382,5.03551270888647,0,0
6081,1,8.66065810938218,0.8172682113108914,0.186065810938218,2.6,92.74317052827723,0.9991964507414515,3.4851365894344553,0.5554097683033663,9.8,5.0,1,0
6082,1,9.569171799123893,0.45960506484668134,0.28229294978097336,2.588535251095133,45.0,0.9982706748785982,3.2111464748904868,0.6750191652847346,9.873121150657079,6.422929497809734,0,0
6083,1,7.0435511037659975,0.3148384768200573,0.2959679359832856,2.1758076158997137,126.95967935983286,0.9965725771523009,2.965402003305301,0.5970160320083572,9.5,5.0,0,0
6084,1,7.188985989355236,0.6727644264636551,0.3322028021289528,2.0,91.77753502661191,0.9962688549037256,3.275550700532238,0.6111014010644764,9.488985989355236,5.22246497338809,1,0
6085,1,6.874929353481107,0.7500188390717045,0.019981160928295452,1.874929353481108,52.0,0.9972203579423624,3.5700470976792613,0.6600188390717046,9.974929353481109,5.2497645116036935,1,0
6086,1,8.697230221055957,0.5310035966798805,0.22972302210559567,1.960899281782144,16.0,0.9965217985635643,3.3127338121452374,0.6319028784620244,10.875431657491669,5.0,0,0
6087,1,7.577465707871288,0.558732853935644,0.37158393258044503,2.358099280903466,38.0,0.9973161985618069,3.5451404314579205,0.5945068584257424,9.54031678651609,5.0,1,0
6088,1,7.649523442216945,0.7552976075692795,0.04188095697228819,2.2435712908313543,54.0,0.9969247617211084,3.2844524406397464,0.6349523442216946,9.8,5.0,1,0
6089,1,7.033970274697158,0.6204723990360013,0.11565817445828155,2.3094479807200265,86.0,0.9971977494669851,3.5432059450605684,0.5524522293977131,9.533970274697158,5.0,1,0
6090,1,6.908987422807754,0.5038667034364156,0.10480492056765177,1.930469108565618,94.0,0.9966571155781853,3.279061782868764,0.5591407325696854,9.204296337151574,5.65234554282809,1,0
6091,1,8.727478810476146,0.49269120816667444,0.40456091078571094,3.254674256547591,52.0,0.9980912182157142,3.31,0.5381586338214336,10.527195446071445,6.090651486904818,1,0
6092,1,8.2,0.5835249771794928,0.21294466078754132,2.1117678734432195,9.627440421855935,0.9945078524287667,3.2762744042185594,0.5625488084371187,11.986279789072032,6.0,1,0
6093,1,11.487886128666622,0.5613301033866868,0.4460569356666896,2.7,41.17577225733324,0.9995757722573332,3.151757722573332,0.6264845548533352,10.464845548533352,5.824227742666758,1,0
6094,1,7.040507971707552,0.6933756643089626,0.06684937997830157,2.4774955712735824,21.045008857452835,0.9957411541630029,3.377749557127358,0.6036007085962267,11.281996457018867,6.0,1,0
6095,1,6.9,0.569545526348549,0.006818185597292056,2.0818185597292054,38.68181855972921,0.9949527275901726,3.333636371194584,0.5459090720135398,10.990908864162478,6.0,1,0
6096,1,9.728406544129921,0.419980763481824,0.42139147242923203,2.02840654412992,41.2859890931168,0.9960596922157091,3.197159345587008,0.7243186911740159,11.585411997571521,6.2859890931168,0,0
6097,1,11.75298770340815,0.36324692585203777,0.6316234629260189,2.0948703887780566,27.0,0.9985427284809643,3.0783765370739813,0.7865839150290905,10.858963110224453,6.0,0,0
6098,1,6.8243299701959765,0.40729709199287356,0.2881087240213793,1.8,56.0,0.9965513533530694,3.4235126409697125,0.5772970919928736,9.329728189946552,6.567572700178161,1,0
6099,1,6.967522601366542,0.7936987876343713,0.21964608590950596,3.9119013247646333,65.0,0.9982984593175404,3.5232477398633457,0.710353914090494,9.259056229092014,6.0,0,0
6100,1,8.566592212044217,0.7543395016115644,0.23512763240034013,2.453828972010204,93.48723675996598,0.9983675239257,3.3484460748091833,0.5594894703986395,9.653828972010205,5.487236759965987,1,0
6101,1,8.191889283416403,0.6662160042775827,0.26,2.0729723208541007,88.43243080213526,0.9973999951743204,3.308648616042705,0.53,9.54054151871885,5.0,1,0
6102,1,6.801236293155739,0.6093818534221301,0.04030907328893491,2.0006181465778696,9.993818534221301,0.9952536470648095,3.419567297395491,0.5996291120532781,9.506181465778699,5.0,1,0
6103,1,9.355789669087077,0.55900055689817,0.3616837610997225,2.444210330912923,142.55789669087076,0.9978,3.2534738014522464,0.55,9.4,5.0,1,0
6104,1,9.95233136055425,0.4922280079353375,0.5095337278891501,1.7611400396766876,47.626942800461876,0.9992451818548546,3.3315025640600435,0.7518134121339437,9.564248520415688,3.0,0,0
6105,1,11.419539866040596,0.46468956784974313,0.5031263785664954,2.284368107167523,17.03907973208119,1.000498392696589,3.128436810716752,0.6972644187543164,10.19218405358376,5.039079732081192,1,0
6106,1,9.36493679751598,0.31589620785095884,0.4353772471057532,2.1059747190063924,25.0,0.9951229088483478,3.3129873595031962,0.7976101123974431,12.070911516522374,7.0,0,0
6107,1,6.9,0.4536338728803647,0.14357559152535765,2.2033424661053296,40.0,0.996549708593225,3.422848816949285,0.6156976338985694,9.843023661014305,5.0,1,0
6108,1,7.714713438741453,0.6641146245034192,0.2667835968536303,1.8705731225170956,96.0,0.9961852865612585,3.325149703559508,0.483678359685363,9.5,5.0,0,0
6109,1,8.3,0.8007644830855816,0.09307850563813948,2.5913481320476746,40.08651867952326,0.9980629388181063,3.48,0.5265392528190698,10.086518679523257,4.826962640953487,0,0
6110,1,7.468267210020335,0.7068267210020336,0.0013599767134141842,2.0135997671341417,31.0,0.9963092006985975,3.231119895210364,0.58,10.018133022845522,6.0,1,0
6111,1,7.7348308547526825,0.7023876858935488,0.11915697011397515,2.017415427376341,26.0,0.9973561840167312,3.3656184016731228,0.5347753717870977,9.734830854752682,5.0,0,0
6112,1,10.461972604294756,0.3579342465235081,0.3038027395705243,2.520657534764919,16.396712326175404,0.997053216439315,3.3298712335635177,0.65,10.841315069529838,6.396712326175405,1,0
6113,1,6.36335808765494,0.5788806374483533,0.080992573703518,1.5788806374483535,26.0,0.9935119543586053,3.5183209561725297,0.5247835537861527,10.194403187241768,5.211193625516467,1,0
6114,1,9.01016710678329,0.40158154994406736,0.41045187141259065,2.00338903559443,40.0,0.9941960320551612,3.2219204535035106,0.6002259357062953,9.647175803671308,5.0,1,0
6115,1,7.144133764602841,0.44379892127965037,0.1035754045201311,2.5072621356039333,53.54748651599563,0.9970175421792774,3.331675943880306,0.6726256742002185,10.135754045201312,6.5474865159956295,1,0
6116,1,8.842650066186943,0.30780538359712395,0.4534161507913719,2.550621130935289,25.109730820143803,0.9970389232805752,3.373167698417256,0.6696273214388266,10.05610767194248,5.8902691798561975,0,0
6117,1,9.519111284296859,0.8977397332583655,0.2798730406138369,2.259873040613837,48.598730406138365,0.9978394921624554,3.221911128429686,0.49203808781584896,9.480253918772327,5.0,0,0
6118,1,9.665052569460283,0.44783158101799053,0.49301051389205675,2.8804210474550236,28.536140316366826,0.9967216841898201,3.281747371526986,0.712891225309346,11.468070158183412,7.0,0,0
6119,1,7.736959108947997,0.6945302359915317,0.27230216916263156,2.6344250330713277,60.394931848246664,0.9978599808005744,3.482011710408099,0.6413411402720659,9.8,4.605068151753339,0,0
6120,1,7.543665300651758,0.4830135518957187,0.22183265032587907,2.5694342895437696,14.0,0.9968192127322868,3.21,0.8641944534655583,10.61352978169457,6.0,0,0
6121,1,11.872733991849412,0.39318349796235263,0.6465917489811763,2.139775246943529,27.0,0.9987522844857365,3.063408251018824,0.6997678559091774,11.218201975548233,6.0,0,0
6122,1,7.551500795205691,0.644676153048253,0.009699840958861656,2.3424960239715413,35.0,0.9954463980915064,3.42180095424683,0.6354502385617076,11.10900477123415,6.0,1,0
6123,1,9.675096553037449,0.3556225861740638,0.4853402589982664,2.1,14.28112930870319,0.9967232867263377,3.2712451723481273,0.7928112930870319,10.768677585221914,6.0,0,0
6124,1,6.280515779214637,0.48334170372969676,0.17571632143194987,1.8603868344109775,56.0,0.9964246060405771,3.5139613165589023,0.6140902613625614,9.439613165589023,5.798710551963408,1,0
6125,1,8.034096853254058,0.61403305068054,0.35255726399405424,2.821310533283785,52.0,0.997051145279881,3.31,0.6161641040089186,10.78721368002973,6.957378933432429,1,0
6126,1,6.518405389368192,0.5105297332287579,0.09552161681045773,1.8605135003921576,18.144729722440086,0.9961947567771677,3.499213516575163,0.8197378388583877,9.486837833464053,5.0,0,0
6127,1,8.387844578689483,0.5275415135142424,0.15732065500996426,2.734805723361854,119.26519427663814,0.9958814928457977,3.2132597138319072,0.6061325151025669,9.4,5.734805723361855,1,0
6128,1,9.23387659171456,0.46220411360951463,0.4067753183429122,2.8444897159762133,28.29659810650809,0.9965779588639048,3.303306170414272,0.6937278485206472,11.348299053254044,7.0,0,0
6129,1,7.480189620359229,0.4463582835209695,0.10755638731737727,3.1073552907786204,48.11981037964077,0.9968455279442635,3.2267734531497076,0.6007829341676694,10.035943113892232,5.0,1,0
6130,1,10.024554222487103,0.2790534933015477,0.5369821688994841,2.4971879557409715,25.849108444974206,0.9952768038578943,3.198669395454901,0.5647050576559329,12.48491084449742,6.150891555025796,0,0
6131,1,7.532843496123482,0.5081851620172054,0.19166788681983915,2.067156503876518,24.0,0.9945942248015365,3.5205878046518215,0.786421748061741,11.362747968987856,6.0,0,0
6132,1,9.371325768729307,0.5846310541370021,0.2239712152442059,2.028674231270693,28.0,0.9974391120935514,3.2705878770033108,0.6277204538762416,10.102939385016555,5.257348462541387,1,0
6133,1,6.2526774384617845,0.4424408538460719,0.29877957307696407,2.1234121948719045,30.52926524358988,0.9956336737820505,3.3311706097435954,0.6153175610256192,11.788044816666844,5.0,1,0
6134,1,9.990369095630633,0.548667813932431,0.24,2.332223178277026,33.0,0.9978744377520608,3.332241202833896,0.5903330465168922,9.603330465168924,6.0,1,0
6135,1,6.943770975343851,0.627365249727447,0.02249160986245971,1.8718854876719253,63.281145123280744,0.9971662112282372,3.531119444796217,0.7200335605501612,9.815656463015776,5.0,0,0
6136,1,10.659841529331294,0.37196830586625873,0.543150547135271,2.2,17.70079235334353,0.9985401584706687,3.051968305866259,0.9433090178039774,9.370079235334353,5.0,0,0
6137,1,6.329662375504669,0.650249210632726,0.30538183142663405,3.0186495020186745,52.29662375504669,0.9935378698082102,3.465506436742997,0.6059324751009337,11.707636628532681,6.0,1,0
6138,1,8.638841357011739,0.5468405318762007,0.14092773952614687,3.8927533242262546,14.0,0.9968439439244056,3.3309854653916755,0.5258550664845251,10.05594268670224,5.414493351547491,1,0
6139,1,8.567906938956979,0.7724916619631244,0.11641861220860433,2.281661107975416,31.0,0.998282146099509,3.390830553987708,0.4832093061043021,9.872491661963124,5.091694460122919,0,0
6140,1,6.183945173897779,0.4632109652204442,0.25789034779555836,2.1,30.419725869488897,0.9954974350606008,3.349265791322665,0.6071561391182233,11.822246717459993,5.160548261022209,1,0
6141,1,10.39986740892944,0.340013259107056,0.5798939271435521,3.699425438694241,16.0004419702352,0.9969999248650601,3.1899911605952957,0.69997790148824,11.299690620835362,6.000441970235199,1,0
6142,1,8.008535458263035,0.6114762071205917,0.30892723502530756,1.961707091652607,86.0,0.9969737033947553,3.2978778008178673,0.6208535458263035,9.5,5.617070916526069,1,0
6143,1,8.559029743027038,0.6396475266012479,0.11233465870353579,2.8643168440083193,13.0,0.9971895584531252,3.3205287100981282,0.553392078899792,10.53568315599168,5.0,1,0
6144,1,12.06172819425444,0.3584362407660746,0.5046090601915186,2.215637592339254,20.539093980848136,0.9998156375923393,3.1753087222982237,0.9864194719562169,9.753087222982236,6.0,0,0
6145,1,15.264381841159404,0.6269760618400421,0.4974581813075688,4.025975769490061,23.124303021792812,1.0027733618439678,2.941131513704778,0.7325418186924312,11.075139395641438,5.124303021792813,0,0
6146,1,10.403531097563759,0.3310593292691276,0.624350243897986,1.7658899390369145,22.035310975637586,0.9996792364633195,3.258940670730872,0.7407062195127517,11.22824878051007,6.964689024362412,0,0
6147,1,8.612025884094948,0.6217009706535606,0.19079094056676846,2.0219935289762634,49.21993528976263,0.9964199352897626,3.1971831753382842,0.5787974115905052,10.824051768189895,5.219935289762632,1,0
6148,1,11.756610537643143,0.411463335126831,0.18693210214813574,3.0608473655892143,49.0,0.99919293862009,3.29342096684737,0.7153785985679095,10.158022813625166,5.7971754480359525,0,0
6149,1,7.110099625703986,0.6569701122888042,0.05247509357400347,2.0201992514079725,88.44950187148007,0.9967532720992058,3.4445946444187867,0.5620199251407972,9.530298877111958,6.0,1,0
6150,1,10.787536821858364,0.2903560908040468,0.4187536821858362,1.6,27.017804540202338,0.995472611766057,3.2792878183919063,0.7257269103514385,11.887536821858363,6.01780454020234,0,0
6151,1,7.890263339692064,0.7065921688922222,0.17511838772312172,2.0731577735386244,133.6342111323069,0.9963610533587682,3.2509736660307937,0.5831843377844443,9.582894433846562,5.0,0,0
6152,1,6.6,0.5416867278765992,0.09726903171206466,2.2168672787659913,28.694778797943318,0.9935075898788841,3.4261044240411334,0.5986345158560323,11.88313272123401,6.694778797943319,1,0
6153,1,8.420971356645182,0.5642531339862391,0.3056880033565582,2.1389256951053817,143.0,0.9971473142377635,3.2277851390210763,0.55,9.465268576223655,5.0,1,0
6154,1,7.034634944362556,0.5984889221075786,0.15516981398306035,2.067317472181278,51.67317472181278,0.9962760951669123,3.436341263909361,0.583658736090639,9.971222305268947,6.0,1,0
6155,1,6.813272915114145,0.662054523986955,0.03317278228342809,2.432363690032613,82.0,0.9960071276162087,3.346763630996739,0.5416181845016307,10.035272619934775,5.1618184501630635,1,0
6156,1,11.330427975894242,0.33619650301321974,0.463692589152409,2.015213987947121,15.0,0.9987847860120529,3.11989691988725,0.6660855951788485,9.2,5.847860120528789,1,0
6157,1,9.4446734051995,0.5136884396533666,0.25631156034663344,2.02909538786783,28.0,0.997260160706828,3.242623120693267,0.6107789008665836,9.907789008665835,5.0,1,0
6158,1,9.696351155877052,0.587736633092211,0.1589053467631156,2.8199542382158573,30.345496147076492,0.9984690992294153,3.23,0.5730900770584701,10.361801541169402,6.0,1,0
6159,1,7.480435028629944,0.5726086628493408,0.09891280565772098,2.590217514314972,27.06521657123352,0.9958489139373555,3.3013043314246704,0.5945651599863464,10.43260828561676,6.0,1,0
6160,1,14.008970292867806,0.3342524755943496,0.7222148512308103,1.8323366341257994,15.0,1.0004766336587418,3.0570653463496806,0.8029346536503198,8.691029707132195,5.838316829371003,0,0
6161,1,12.387357732910244,0.4225284534179511,0.6351917355061952,2.1747154658204892,41.354403778482926,0.9999367886645512,3.0813990553792685,0.68,9.71139905537927,6.354403778482926,1,0
6162,1,7.346810429366981,0.37581611449786145,0.49595687118990583,2.0,66.82270143122327,0.9971822701431223,3.325816114497861,0.5464540286244653,9.217729856877673,5.0,1,0
6163,1,6.492000259574579,0.57,0.11194997728722436,2.0787500811170556,36.0,0.9952417501460107,3.45964997079786,0.6132749951329767,11.184999675531778,6.884999675531777,0,0
6164,1,6.433560556821484,0.47476577339078435,0.17718056458272802,1.8,56.097316898675615,0.9966161116821063,3.5180536620264875,0.5922146481059506,9.480536620264877,5.805366202648764,1,0
6165,1,14.700298903068134,0.23190123400655946,0.4480688756866272,2.1769460694667795,24.0,0.9999750747257671,3.0665419104200167,0.8123352833601354,9.211526965266609,6.0,0,0
6166,1,8.221380649426996,0.3942761298853994,0.3848106461210743,1.5481064612107431,29.0,0.9962908677600647,3.250378707757851,0.7250335454011021,9.783964512929753,5.0,0,0
6167,1,8.435780818953061,0.3225232866335712,0.3753671228429591,2.3107031968411564,21.607031968411565,0.9966572904202978,3.1924922377888096,0.8653360739981975,10.624922377888096,6.0,0,0
6168,1,8.632927303296015,0.37602436180223914,0.5337480022417077,2.6977236404394684,29.744309101098672,0.9967869029414937,3.10465854606592,0.5348861820219735,11.488618202197342,5.511381797802657,1,0
6169,1,8.829399121424403,0.6085300439287799,0.2955901317863397,2.8367489017805023,46.073497803561004,0.9976881973642733,3.2566925988397544,0.5217596485697609,9.322049341068302,4.073497803561005,1,0
6170,1,9.95068872721317,0.35482093092457573,0.5552617163410046,2.024793381836049,16.50137745442634,0.9960688429382819,3.244931127278683,0.6848484800131026,12.04931127278683,6.0,0,0
6171,1,7.26928696259011,0.5711547827098351,0.05923826167868126,2.2769043458032967,36.0,0.9954968069439805,3.363833042062308,0.5919165210311539,10.403930443885164,6.0,1,0
6172,1,7.100435776603296,0.7199455279245879,0.0,1.8015252181115398,13.997821116983515,0.9962737694676186,3.45008715532066,0.5798692670190109,9.798692670190109,5.0,1,0
6173,1,7.902109276376614,0.5383125788987086,0.19635662947314703,2.129817872705643,17.659635745411286,0.9974350910636471,3.2934036425458872,0.6078763234517336,9.334036425458873,5.0,0,0
6174,1,9.925206583148462,0.3411776958980383,0.5386570375831922,2.0621901252773074,13.873967084257691,0.9971378098747227,3.2322727585366917,0.79,10.549586833703076,6.0,0,0
6175,1,7.6798038614580735,0.6570311759895042,0.4512406318749575,2.267397542708499,72.0,0.997320196138542,3.3398788064584135,0.6556203159374787,9.376399297916715,5.0,1,0
6176,1,8.0,0.4361228673821186,0.4445504184715409,2.4448712377235746,80.27564381138212,0.9974015364558049,3.334166304520324,0.7283326090406472,9.355128762276426,5.2756438113821265,0,0
6177,1,6.198397739806863,0.4701602260193137,0.11951932194205886,2.165598493204575,30.0,0.994147917061749,3.4024410924266832,0.5449198869903432,12.052403390289705,6.0,1,0
6178,1,8.605685963322793,0.5217553531819481,0.22369587615981637,1.9914710550158083,27.0,0.9966215337061455,3.198294211003162,0.5608528944984192,10.231272798275368,6.028429816613972,1,0
6179,1,9.3,0.48710619314261183,0.3148716759991415,1.9934071028608222,16.355309657130594,0.9968852743177113,3.23776548285653,0.7377654828565297,11.057876137147762,5.355309657130593,0,0
6180,1,8.296786338259857,0.29701481335518215,0.3633065528188321,1.8008034154350356,10.0,0.9946297715249047,3.2567737887246713,0.5532262112753286,11.166934471811677,7.0,1,0
6181,1,9.941246084055388,0.5585607378249245,0.2641246084055388,2.028356682788079,60.0,0.9970216861732832,2.9544361294193857,0.9645327184792295,10.153598155437688,5.0,0,0
6182,1,7.929331624857309,0.2350395899657542,0.365226478734304,2.6312005125428075,58.22933162485731,0.9950371174885403,3.3608267350057077,0.7777066837514269,11.845866324971462,6.0,0,0
6183,1,7.1020397988673665,0.6593880603397899,0.05449005028315832,2.0040795977347337,88.48980100566317,0.996690808441222,3.4369378089239984,0.5604079597734734,9.5061193966021,6.0,1,0
6184,1,11.389849921346455,0.40593996853858205,0.5,2.339099528078731,47.0,0.9986697788359276,3.1994174567405502,0.812594787635429,10.724624803366138,5.449249606732276,0,0
6185,1,7.028889827216694,0.5122666103669984,0.2345332207339968,2.7031118617733547,37.0,0.9967855550863917,3.4367998311009953,0.5025777965443339,10.871110172783307,5.0,0,0
6186,1,7.377444773075189,0.34682479896443036,0.33160215823953165,2.4863504020711393,113.0,0.9966996420648807,3.2940657639351643,0.7476862464205318,10.840657639351646,5.0,0,0
6187,1,9.140908835833883,0.29568172040298846,0.46,8.40000374110305,9.136362786112944,0.9986527295003842,3.192272650750165,0.6054545114445177,11.077271621946826,6.0,1,0
6188,1,7.751144032658859,0.5851338363704488,0.06717512562615964,2.11679378140654,9.167937814065398,0.9949111440326589,3.4630536809056123,0.580801554648365,12.124809327890189,6.0,0,0
6189,1,8.226261804004666,0.5534673830702443,0.24100944320373324,2.0262618040046667,49.75420601334889,0.9969664957126814,3.3926261804004665,0.5878785412013999,10.126261804004667,6.0,1,0
6190,1,11.20874740159257,0.3677895334613467,0.4853901377986069,2.0635934251990715,15.0,0.9984815605511944,3.0528131496018576,0.670874740159257,9.309219724402785,5.0,1,0
6191,1,7.721935399317769,0.4695484177473086,0.2899354648464981,2.0,27.72258075085279,0.9980503226757674,3.3834193802046695,0.7855483849829442,9.472258075085279,6.0,0,0
6192,1,5.876673245184524,0.5166003947110714,0.06660039471107143,1.7660039471107143,44.776673245184526,0.995842783422135,3.5542180152628275,0.6666003947110715,10.110172258406845,6.0,1,0
6193,1,8.215305732064136,0.43061146412827234,0.2824496822845549,2.007140124448953,24.0,0.9963673375695392,3.2507140124448957,0.6746942679358637,10.385719751102092,6.0,1,0
6194,1,7.718258458686778,1.0006179699151732,0.15182584586867776,2.0744381578385114,31.963483082626446,0.995987415638982,3.2256179699151732,0.5467134774363801,10.0,5.0,0,0
6195,1,8.633948631041916,0.6816051368958085,0.1,1.6,11.660513689580842,0.99745,3.31,0.65,9.55,5.0,1,0
6196,1,8.972602599149434,0.4763698700425283,0.4634588748227988,2.536301299574717,105.8938354992912,0.9979664380984407,3.100171255134673,0.727705454851151,9.14246580028352,6.0,1,0
6197,1,9.285587779526232,0.4386119105516059,0.507135266771574,1.9571175559052463,25.571175559052463,0.9977855877795263,3.2185941996852785,0.5528824440947537,9.457117555905246,5.428824440947537,1,0
6198,1,7.425048885220714,0.5187475557389644,0.19376385081253555,1.9624918524632144,22.0,0.9957937638508124,3.2475081475367857,0.6349902229558573,10.087540737683929,6.0,1,0
6199,1,6.1,0.5966267178871238,0.14453696525186688,2.046080414412311,28.0,0.9958141551201959,3.528740855597013,0.5946791176305952,10.170308689832089,5.703086898320888,0,0
6200,1,8.568919409221165,0.3068919409221164,0.442351282709037,2.180675822766349,12.537838818442328,0.9954245970461058,3.281513552737693,0.62,12.238648354467301,7.0,1,0
6201,1,7.00136384458551,0.5649892582691212,0.0625053708654394,2.33165809696437,10.0,0.9956882624852743,3.3299785165382425,0.607106959220665,9.523689864068883,5.0,1,0
6202,1,6.6525265490760415,0.8977105457563368,0.030505309815208253,2.147473450923959,11.491578169746528,0.995718452950404,3.458315633949306,0.5760948379329512,10.850842183025348,4.491578169746529,1,0
6203,1,8.66134096713223,0.3570413740838014,0.4049900255381811,2.8386590328677705,26.522681934264458,0.9951718345036648,3.272268193426446,0.8427218321117351,12.731754707970243,6.522681934264459,0,0
6204,1,7.879005113543178,0.3326243608071029,0.5273619247263925,2.205248721614206,12.0,0.9951166999078999,3.312624360807103,0.5831629474350281,11.873756391928971,6.473756391928972,1,0
6205,1,7.955490996057332,0.4998256893547966,0.3878617051254683,3.1005810354840113,37.0,0.9972445090039427,3.327803601577067,0.7046252110394702,10.388436972401324,6.8901800788533585,0,0
6206,1,7.407302850591223,0.48196993016838935,0.016861000573267972,1.7963485747043884,44.75912856323903,0.9959224854218561,3.3485394298817552,0.603138999426732,10.627738568971708,6.0,1,0
6207,1,6.346945227829493,0.5462808206761393,0.024694522782949355,2.172561641352279,9.0,0.9950853589299363,3.524147939245468,0.54,11.225616413522784,5.7256164135227845,1,0
6208,1,7.758906652096253,0.23068798251550357,0.39805880071447264,1.817813304192506,60.0,0.9970137596503101,3.3490294003572365,0.538906652096253,9.471253216770025,5.82186695807494,1,0
6209,1,8.068235987954049,0.5469646411242888,0.13607071775142235,2.1788239919693657,98.62117600803063,0.9961932955747035,3.338635280240919,0.5381058800401533,9.87270560481838,5.378823991969366,1,0
6210,1,7.114061600331802,0.6407422999585248,0.19649971210617662,2.145624640132721,25.0,0.996486590385241,3.3414845999170497,0.547718767993364,9.654375359867279,5.0,1,0
6211,1,11.537942727235462,0.3624284090443285,0.5779427272354628,2.1,15.0,0.9984344009093518,3.0672682726415643,0.6886171818293612,9.579427272354627,5.379427272354628,1,0
6212,1,8.714404834168908,0.6868839881893503,0.09495830804088173,1.5855951658310907,10.927975829155454,0.9973124338336868,3.2963154075395362,0.637755890956427,9.517589123119954,5.072024170844546,0,0
6213,1,9.9,0.3664157374039845,0.3970402073126438,2.2740804146252875,60.913601382084295,0.9981040975341136,3.1866723731627586,0.5414713365995398,9.560479032540995,5.0,0,0
6214,1,6.57894092260218,0.517894092260218,0.0947413541784741,2.526354464386921,26.2105907739782,0.9939380043157628,3.385258645821526,0.6926231993828338,12.56317723219346,6.789409226021799,0,0
6215,1,8.82067172834433,0.4522481018708765,0.4453488611225259,2.5793282716556707,18.0,0.9947749350152483,3.320516793208608,0.7799225324321395,13.896641358278353,6.0,0,0
6216,1,7.825095878162964,0.4421041069353087,0.2773260230083952,2.258301373945679,25.291506869728394,0.9939206575567012,3.3033205495782716,0.6425095878162963,12.254246565135803,6.0,1,0
6217,1,7.144874997106012,0.5291299983793664,0.26220500011575953,1.955899997684809,100.0,0.9959454437544858,3.26,0.5056674992475629,10.09845001041836,5.220500011575955,0,0
6218,1,11.045886932602462,0.45376607978073885,0.5982159779942658,4.364023356272561,16.691773865204926,0.9988602572764919,3.286268618980941,0.6292467840438523,11.138354773040984,5.308226134795074,1,0
6219,1,6.841187631727578,0.6532565002823978,0.1839208245514948,2.2431670179402072,47.607917544850515,0.9957671257903655,3.3960791754485053,0.6705748419269066,10.182375263455157,6.0,0,0
6220,1,5.965877197402064,0.6685161940260109,0.02,1.8637989220777171,94.0,0.9947878974462325,3.541275978441554,0.5212759784415544,9.43827935324663,5.0,1,0
6221,1,6.864644807355479,0.6764644807355479,0.12414207705780848,2.0262568257441758,20.323224036777393,0.9955034316917688,3.4070710385289042,0.6473743174255825,11.3,6.0,1,0
